state,sdg,value,year,Murders per 1 lakh population
Uttarākhand,SDG 12,3.17,2015,3.17
Uttarākhand,SDG 12,42.33,2016,42.33
Uttarākhand,SDG 12,8.46,2017,8.46
Uttarākhand,SDG 12,60.68,2018,60.68
Uttarākhand,SDG 12,88.1,2019,88.1
Uttarākhand,SDG 12,88.29,2020,88.29
Uttarākhand,SDG 12,65.9,2021,65.9
Uttarākhand,SDG 12,21.12,2022,21.12
Uttarākhand,SDG 13,86.3,2015,86.3
Uttarākhand,SDG 13,88.61,2016,88.61
Uttarākhand,SDG 13,19.67,2017,19.67
Uttarākhand,SDG 13,73.74,2018,73.74
Uttarākhand,SDG 13,28.65,2019,28.65
Uttarākhand,SDG 13,80.26,2020,80.26
Uttarākhand,SDG 13,99.72,2021,99.72
Uttarākhand,SDG 13,3,2022,3
Uttarākhand,SDG 14,89.74,2015,89.74
Uttarākhand,SDG 14,62.26,2016,62.26
Uttarākhand,SDG 14,97.34,2017,97.34
Uttarākhand,SDG 14,46.5,2018,46.5
Uttarākhand,SDG 14,84.74,2019,84.74
Uttarākhand,SDG 14,6.24,2020,6.24
Uttarākhand,SDG 14,33.53,2021,33.53
Uttarākhand,SDG 14,6.7,2022,6.7
Uttarākhand,SDG 15,97.53,2015,97.53
Uttarākhand,SDG 15,81.7,2016,81.7
Uttarākhand,SDG 15,85.25,2017,85.25
Uttarākhand,SDG 15,93.8,2018,93.8
Uttarākhand,SDG 15,8.51,2019,8.51
Uttarākhand,SDG 15,38.56,2020,38.56
Uttarākhand,SDG 15,7.1,2021,7.1
Uttarākhand,SDG 15,21.08,2022,21.08
Uttarākhand,SDG 16,22.94,2015,22.94
Uttarākhand,SDG 16,46.91,2016,46.91
Uttarākhand,SDG 16,26.86,2017,26.86
Uttarākhand,SDG 16,10.1,2018,10.1
Uttarākhand,SDG 16,16.75,2019,16.75
Uttarākhand,SDG 16,14.73,2020,14.73
Uttarākhand,SDG 16,97.31,2021,97.31
Uttarākhand,SDG 16,75.93,2022,75.93
Uttarākhand,SDG 17,96.78,2015,96.78
Uttarākhand,SDG 17,43.97,2016,43.97
Uttarākhand,SDG 17,27.84,2017,27.84
Uttarākhand,SDG 17,79.83,2018,79.83
Uttarākhand,SDG 17,32.63,2019,32.63
Uttarākhand,SDG 17,29.94,2020,29.94
Uttarākhand,SDG 17,23.25,2021,23.25
Uttarākhand,SDG 17,12.97,2022,12.97
Dādra and Nagar Haveli and Damān and Diu,SDG 1,25.65,2015,25.65
Dādra and Nagar Haveli and Damān and Diu,SDG 1,35.53,2016,35.53
Dādra and Nagar Haveli and Damān and Diu,SDG 1,67.4,2017,67.4
Dādra and Nagar Haveli and Damān and Diu,SDG 1,6.26,2018,6.26
Dādra and Nagar Haveli and Damān and Diu,SDG 1,21.05,2019,21.05
Dādra and Nagar Haveli and Damān and Diu,SDG 1,80.9,2020,80.9
Dādra and Nagar Haveli and Damān and Diu,SDG 1,14.69,2021,14.69
Dādra and Nagar Haveli and Damān and Diu,SDG 1,34.26,2022,34.26
Dādra and Nagar Haveli and Damān and Diu,SDG 2,86.47,2015,86.47
Dādra and Nagar Haveli and Damān and Diu,SDG 2,15.49,2016,15.49
Dādra and Nagar Haveli and Damān and Diu,SDG 2,8.27,2017,8.27
Dādra and Nagar Haveli and Damān and Diu,SDG 2,48.45,2018,48.45
Dādra and Nagar Haveli and Damān and Diu,SDG 2,30.24,2019,30.24
Dādra and Nagar Haveli and Damān and Diu,SDG 2,56.34,2020,56.34
Dādra and Nagar Haveli and Damān and Diu,SDG 2,80.38,2021,80.38
Dādra and Nagar Haveli and Damān and Diu,SDG 2,13.71,2022,13.71
Dādra and Nagar Haveli and Damān and Diu,SDG 3,58.07,2015,58.07
Dādra and Nagar Haveli and Damān and Diu,SDG 3,50.55,2016,50.55
Dādra and Nagar Haveli and Damān and Diu,SDG 3,14.41,2017,14.41
Dādra and Nagar Haveli and Damān and Diu,SDG 3,62.4,2018,62.4
Dādra and Nagar Haveli and Damān and Diu,SDG 3,27.36,2019,27.36
Dādra and Nagar Haveli and Damān and Diu,SDG 3,48.78,2020,48.78
Dādra and Nagar Haveli and Damān and Diu,SDG 3,8.23,2021,8.23
Dādra and Nagar Haveli and Damān and Diu,SDG 3,45.96,2022,45.96
Dādra and Nagar Haveli and Damān and Diu,SDG 4,30.65,2015,30.65
Dādra and Nagar Haveli and Damān and Diu,SDG 4,82.24,2016,82.24
Dādra and Nagar Haveli and Damān and Diu,SDG 4,5.7,2017,5.7
Dādra and Nagar Haveli and Damān and Diu,SDG 4,41.86,2018,41.86
Dādra and Nagar Haveli and Damān and Diu,SDG 4,45.84,2019,45.84
Dādra and Nagar Haveli and Damān and Diu,SDG 4,72.5,2020,72.5
Dādra and Nagar Haveli and Damān and Diu,SDG 4,57.43,2021,57.43
Dādra and Nagar Haveli and Damān and Diu,SDG 4,66.72,2022,66.72
Dādra and Nagar Haveli and Damān and Diu,SDG 5,77.7,2015,77.7
Dādra and Nagar Haveli and Damān and Diu,SDG 5,86.22,2016,86.22
Dādra and Nagar Haveli and Damān and Diu,SDG 5,31.39,2017,31.39
Dādra and Nagar Haveli and Damān and Diu,SDG 5,53.8,2018,53.8
Dādra and Nagar Haveli and Damān and Diu,SDG 5,84.01,2019,84.01
Dādra and Nagar Haveli and Damān and Diu,SDG 5,98.95,2020,98.95
Dādra and Nagar Haveli and Damān and Diu,SDG 5,88.95,2021,88.95
Dādra and Nagar Haveli and Damān and Diu,SDG 5,37.15,2022,37.15
Dādra and Nagar Haveli and Damān and Diu,SDG 6,19.52,2015,19.52
Dādra and Nagar Haveli and Damān and Diu,SDG 6,48.94,2016,48.94
Dādra and Nagar Haveli and Damān and Diu,SDG 6,74.16,2017,74.16
Dādra and Nagar Haveli and Damān and Diu,SDG 6,49.26,2018,49.26
Dādra and Nagar Haveli and Damān and Diu,SDG 6,48.32,2019,48.32
Dādra and Nagar Haveli and Damān and Diu,SDG 6,83.82,2020,83.82
Dādra and Nagar Haveli and Damān and Diu,SDG 6,36.14,2021,36.14
Dādra and Nagar Haveli and Damān and Diu,SDG 6,85.98,2022,85.98
Dādra and Nagar Haveli and Damān and Diu,SDG 7,40.68,2015,40.68
Dādra and Nagar Haveli and Damān and Diu,SDG 7,32.82,2016,32.82
Dādra and Nagar Haveli and Damān and Diu,SDG 7,45.4,2017,45.4
Dādra and Nagar Haveli and Damān and Diu,SDG 7,76.24,2018,76.24
Dādra and Nagar Haveli and Damān and Diu,SDG 7,12.6,2019,12.6
Dādra and Nagar Haveli and Damān and Diu,SDG 7,19.64,2020,19.64
Dādra and Nagar Haveli and Damān and Diu,SDG 7,95.14,2021,95.14
Dādra and Nagar Haveli and Damān and Diu,SDG 7,17.55,2022,17.55
Dādra and Nagar Haveli and Damān and Diu,SDG 8,56.77,2015,56.77
Dādra and Nagar Haveli and Damān and Diu,SDG 8,57.93,2016,57.93
Dādra and Nagar Haveli and Damān and Diu,SDG 8,48.96,2017,48.96
Dādra and Nagar Haveli and Damān and Diu,SDG 8,64.47,2018,64.47
Dādra and Nagar Haveli and Damān and Diu,SDG 8,22.98,2019,22.98
Dādra and Nagar Haveli and Damān and Diu,SDG 8,55.27,2020,55.27
Dādra and Nagar Haveli and Damān and Diu,SDG 8,37.22,2021,37.22
Dādra and Nagar Haveli and Damān and Diu,SDG 8,66.17,2022,66.17
Dādra and Nagar Haveli and Damān and Diu,SDG 9,14.12,2015,14.12
Dādra and Nagar Haveli and Damān and Diu,SDG 9,57.09,2016,57.09
Dādra and Nagar Haveli and Damān and Diu,SDG 9,18.53,2017,18.53
Dādra and Nagar Haveli and Damān and Diu,SDG 9,27.86,2018,27.86
Dādra and Nagar Haveli and Damān and Diu,SDG 9,21.87,2019,21.87
Dādra and Nagar Haveli and Damān and Diu,SDG 9,18.28,2020,18.28
Dādra and Nagar Haveli and Damān and Diu,SDG 9,82.57,2021,82.57
Dādra and Nagar Haveli and Damān and Diu,SDG 9,28.57,2022,28.57
Dādra and Nagar Haveli and Damān and Diu,SDG 10,92.71,2015,92.71
Dādra and Nagar Haveli and Damān and Diu,SDG 10,96.99,2016,96.99
Dādra and Nagar Haveli and Damān and Diu,SDG 10,57.13,2017,57.13
Dādra and Nagar Haveli and Damān and Diu,SDG 10,14.3,2018,14.3
Dādra and Nagar Haveli and Damān and Diu,SDG 10,37.45,2019,37.45
Dādra and Nagar Haveli and Damān and Diu,SDG 10,79.77,2020,79.77
Dādra and Nagar Haveli and Damān and Diu,SDG 10,36.74,2021,36.74
Dādra and Nagar Haveli and Damān and Diu,SDG 10,8.7,2022,8.7
Dādra and Nagar Haveli and Damān and Diu,SDG 11,55.68,2015,55.68
Dādra and Nagar Haveli and Damān and Diu,SDG 11,84.51,2016,84.51
Dādra and Nagar Haveli and Damān and Diu,SDG 11,79.59,2017,79.59
Dādra and Nagar Haveli and Damān and Diu,SDG 11,17.51,2018,17.51
Dādra and Nagar Haveli and Damān and Diu,SDG 11,67.28,2019,67.28
Dādra and Nagar Haveli and Damān and Diu,SDG 11,22.05,2020,22.05
Dādra and Nagar Haveli and Damān and Diu,SDG 11,21.82,2021,21.82
Dādra and Nagar Haveli and Damān and Diu,SDG 11,87.41,2022,87.41
Dādra and Nagar Haveli and Damān and Diu,SDG 12,24.97,2015,24.97
Dādra and Nagar Haveli and Damān and Diu,SDG 12,26.32,2016,26.32
Dādra and Nagar Haveli and Damān and Diu,SDG 12,0.07,2017,0.07
Dādra and Nagar Haveli and Damān and Diu,SDG 12,87.07,2018,87.07
Dādra and Nagar Haveli and Damān and Diu,SDG 12,79.26,2019,79.26
Dādra and Nagar Haveli and Damān and Diu,SDG 12,62.73,2020,62.73
Dādra and Nagar Haveli and Damān and Diu,SDG 12,75.03,2021,75.03
Dādra and Nagar Haveli and Damān and Diu,SDG 12,15.2,2022,15.2
Dādra and Nagar Haveli and Damān and Diu,SDG 13,45.83,2015,45.83
Dādra and Nagar Haveli and Damān and Diu,SDG 13,35.12,2016,35.12
Dādra and Nagar Haveli and Damān and Diu,SDG 13,9.38,2017,9.38
Dādra and Nagar Haveli and Damān and Diu,SDG 13,48.61,2018,48.61
Dādra and Nagar Haveli and Damān and Diu,SDG 13,92.07,2019,92.07
Dādra and Nagar Haveli and Damān and Diu,SDG 13,4.01,2020,4.01
Dādra and Nagar Haveli and Damān and Diu,SDG 13,29.15,2021,29.15
Dādra and Nagar Haveli and Damān and Diu,SDG 13,20.75,2022,20.75
Dādra and Nagar Haveli and Damān and Diu,SDG 14,23.81,2015,23.81
Dādra and Nagar Haveli and Damān and Diu,SDG 14,90.84,2016,90.84
Dādra and Nagar Haveli and Damān and Diu,SDG 14,46.81,2017,46.81
Dādra and Nagar Haveli and Damān and Diu,SDG 14,46.63,2018,46.63
Dādra and Nagar Haveli and Damān and Diu,SDG 14,76.06,2019,76.06
Dādra and Nagar Haveli and Damān and Diu,SDG 14,15.45,2020,15.45
Dādra and Nagar Haveli and Damān and Diu,SDG 14,48.73,2021,48.73
Dādra and Nagar Haveli and Damān and Diu,SDG 14,43,2022,43
Dādra and Nagar Haveli and Damān and Diu,SDG 15,59.69,2015,59.69
Dādra and Nagar Haveli and Damān and Diu,SDG 15,99.96,2016,99.96
Dādra and Nagar Haveli and Damān and Diu,SDG 15,76.94,2017,76.94
Dādra and Nagar Haveli and Damān and Diu,SDG 15,39.79,2018,39.79
Dādra and Nagar Haveli and Damān and Diu,SDG 15,82.76,2019,82.76
Dādra and Nagar Haveli and Damān and Diu,SDG 15,17.07,2020,17.07
Dādra and Nagar Haveli and Damān and Diu,SDG 15,3.05,2021,3.05
Dādra and Nagar Haveli and Damān and Diu,SDG 15,20.44,2022,20.44
Dādra and Nagar Haveli and Damān and Diu,SDG 16,34.04,2015,34.04
Dādra and Nagar Haveli and Damān and Diu,SDG 16,51.06,2016,51.06
Dādra and Nagar Haveli and Damān and Diu,SDG 16,61.51,2017,61.51
Dādra and Nagar Haveli and Damān and Diu,SDG 16,91.06,2018,91.06
Dādra and Nagar Haveli and Damān and Diu,SDG 16,50.99,2019,50.99
Dādra and Nagar Haveli and Damān and Diu,SDG 16,50.13,2020,50.13
Dādra and Nagar Haveli and Damān and Diu,SDG 16,5.02,2021,5.02
Dādra and Nagar Haveli and Damān and Diu,SDG 16,3.49,2022,3.49
Dādra and Nagar Haveli and Damān and Diu,SDG 17,55.12,2015,55.12
Dādra and Nagar Haveli and Damān and Diu,SDG 17,43.82,2016,43.82
Dādra and Nagar Haveli and Damān and Diu,SDG 17,83.92,2017,83.92
Dādra and Nagar Haveli and Damān and Diu,SDG 17,16.07,2018,16.07
Dādra and Nagar Haveli and Damān and Diu,SDG 17,2.5,2019,2.5
Dādra and Nagar Haveli and Damān and Diu,SDG 17,44.9,2020,44.9
Dādra and Nagar Haveli and Damān and Diu,SDG 17,23.75,2021,23.75
Dādra and Nagar Haveli and Damān and Diu,SDG 17,4.96,2022,4.96
Madhya Pradesh,SDG 1,72.46,2015,72.46
Madhya Pradesh,SDG 1,11.16,2016,11.16
Madhya Pradesh,SDG 1,60.83,2017,60.83
Madhya Pradesh,SDG 1,28.1,2018,28.1
Madhya Pradesh,SDG 1,17.35,2019,17.35
Madhya Pradesh,SDG 1,37.98,2020,37.98
Madhya Pradesh,SDG 1,80.14,2021,80.14
Madhya Pradesh,SDG 1,39.21,2022,39.21
Madhya Pradesh,SDG 2,75.08,2015,75.08
Madhya Pradesh,SDG 2,12.55,2016,12.55
Madhya Pradesh,SDG 2,77.28,2017,77.28
Madhya Pradesh,SDG 2,23.69,2018,23.69
Madhya Pradesh,SDG 2,67.74,2019,67.74
Madhya Pradesh,SDG 2,56.58,2020,56.58
Madhya Pradesh,SDG 2,92.91,2021,92.91
Madhya Pradesh,SDG 2,38.73,2022,38.73
Madhya Pradesh,SDG 3,6.62,2015,6.62
Madhya Pradesh,SDG 3,1.92,2016,1.92
Madhya Pradesh,SDG 3,82.69,2017,82.69
Madhya Pradesh,SDG 3,52.47,2018,52.47
Madhya Pradesh,SDG 3,77.52,2019,77.52
Madhya Pradesh,SDG 3,23.44,2020,23.44
Madhya Pradesh,SDG 3,34.51,2021,34.51
Madhya Pradesh,SDG 3,3.01,2022,3.01
Madhya Pradesh,SDG 4,96.15,2015,96.15
Madhya Pradesh,SDG 4,66.79,2016,66.79
Madhya Pradesh,SDG 4,93.32,2017,93.32
Madhya Pradesh,SDG 4,26.55,2018,26.55
Madhya Pradesh,SDG 4,61.15,2019,61.15
Madhya Pradesh,SDG 4,67.85,2020,67.85
Madhya Pradesh,SDG 4,31.75,2021,31.75
Madhya Pradesh,SDG 4,84.81,2022,84.81
Madhya Pradesh,SDG 5,94.72,2015,94.72
Madhya Pradesh,SDG 5,88.49,2016,88.49
Madhya Pradesh,SDG 5,73.91,2017,73.91
Madhya Pradesh,SDG 5,27.75,2018,27.75
Madhya Pradesh,SDG 5,28.16,2019,28.16
Madhya Pradesh,SDG 5,96.34,2020,96.34
Madhya Pradesh,SDG 5,1.03,2021,1.03
Madhya Pradesh,SDG 5,71.6,2022,71.6
Madhya Pradesh,SDG 6,70.62,2015,70.62
Madhya Pradesh,SDG 6,62.27,2016,62.27
Madhya Pradesh,SDG 6,99.01,2017,99.01
Madhya Pradesh,SDG 6,31.19,2018,31.19
Madhya Pradesh,SDG 6,34,2019,34
Madhya Pradesh,SDG 6,7.89,2020,7.89
Madhya Pradesh,SDG 6,44.28,2021,44.28
Madhya Pradesh,SDG 6,26.1,2022,26.1
Madhya Pradesh,SDG 7,34.34,2015,34.34
Madhya Pradesh,SDG 7,83.46,2016,83.46
Madhya Pradesh,SDG 7,93.55,2017,93.55
Madhya Pradesh,SDG 7,18.57,2018,18.57
Madhya Pradesh,SDG 7,37.25,2019,37.25
Madhya Pradesh,SDG 7,92.86,2020,92.86
Madhya Pradesh,SDG 7,6.18,2021,6.18
Madhya Pradesh,SDG 7,9.24,2022,9.24
Madhya Pradesh,SDG 8,16.28,2015,16.28
Madhya Pradesh,SDG 8,59.52,2016,59.52
Madhya Pradesh,SDG 8,15.05,2017,15.05
Madhya Pradesh,SDG 8,96.81,2018,96.81
Madhya Pradesh,SDG 8,44.67,2019,44.67
Madhya Pradesh,SDG 8,50.15,2020,50.15
Madhya Pradesh,SDG 8,24.67,2021,24.67
Madhya Pradesh,SDG 8,47.1,2022,47.1
Madhya Pradesh,SDG 9,66.19,2015,66.19
Madhya Pradesh,SDG 9,75.12,2016,75.12
Madhya Pradesh,SDG 9,75.39,2017,75.39
Madhya Pradesh,SDG 9,57.79,2018,57.79
Madhya Pradesh,SDG 9,90.44,2019,90.44
Madhya Pradesh,SDG 9,81.74,2020,81.74
Madhya Pradesh,SDG 9,75.7,2021,75.7
Madhya Pradesh,SDG 9,5.56,2022,5.56
Madhya Pradesh,SDG 10,0.69,2015,0.69
Madhya Pradesh,SDG 10,21.24,2016,21.24
Madhya Pradesh,SDG 10,66.35,2017,66.35
Madhya Pradesh,SDG 10,41.12,2018,41.12
Madhya Pradesh,SDG 10,40.24,2019,40.24
Madhya Pradesh,SDG 10,88.46,2020,88.46
Madhya Pradesh,SDG 10,89.56,2021,89.56
Madhya Pradesh,SDG 10,90.92,2022,90.92
Madhya Pradesh,SDG 11,31.39,2015,31.39
Madhya Pradesh,SDG 11,69.11,2016,69.11
Madhya Pradesh,SDG 11,27.16,2017,27.16
Madhya Pradesh,SDG 11,19.06,2018,19.06
Madhya Pradesh,SDG 11,18.46,2019,18.46
Madhya Pradesh,SDG 11,34.21,2020,34.21
Madhya Pradesh,SDG 11,43,2021,43
Madhya Pradesh,SDG 11,83.09,2022,83.09
Madhya Pradesh,SDG 12,11.99,2015,11.99
Madhya Pradesh,SDG 12,73.49,2016,73.49
Madhya Pradesh,SDG 12,53.15,2017,53.15
Madhya Pradesh,SDG 12,28.79,2018,28.79
Madhya Pradesh,SDG 12,49.28,2019,49.28
Madhya Pradesh,SDG 12,29.99,2020,29.99
Madhya Pradesh,SDG 12,59.61,2021,59.61
Madhya Pradesh,SDG 12,43.38,2022,43.38
Madhya Pradesh,SDG 13,16.44,2015,16.44
Madhya Pradesh,SDG 13,11.66,2016,11.66
Madhya Pradesh,SDG 13,54.67,2017,54.67
Madhya Pradesh,SDG 13,90.24,2018,90.24
Madhya Pradesh,SDG 13,34.4,2019,34.4
Madhya Pradesh,SDG 13,73.3,2020,73.3
Madhya Pradesh,SDG 13,65.87,2021,65.87
Madhya Pradesh,SDG 13,93.16,2022,93.16
Madhya Pradesh,SDG 14,82.1,2015,82.1
Madhya Pradesh,SDG 14,56.66,2016,56.66
Madhya Pradesh,SDG 14,65.7,2017,65.7
Madhya Pradesh,SDG 14,89.84,2018,89.84
Madhya Pradesh,SDG 14,39.95,2019,39.95
Madhya Pradesh,SDG 14,32.68,2020,32.68
Madhya Pradesh,SDG 14,1.08,2021,1.08
Madhya Pradesh,SDG 14,82.66,2022,82.66
Madhya Pradesh,SDG 15,80.1,2015,80.1
Madhya Pradesh,SDG 15,10.45,2016,10.45
Madhya Pradesh,SDG 15,57.69,2017,57.69
Madhya Pradesh,SDG 15,46.4,2018,46.4
Madhya Pradesh,SDG 15,11.87,2019,11.87
Madhya Pradesh,SDG 15,98.06,2020,98.06
Madhya Pradesh,SDG 15,21.47,2021,21.47
Madhya Pradesh,SDG 15,6.72,2022,6.72
Madhya Pradesh,SDG 16,59.48,2015,59.48
Madhya Pradesh,SDG 16,73.89,2016,73.89
Madhya Pradesh,SDG 16,3.24,2017,3.24
Madhya Pradesh,SDG 16,65.87,2018,65.87
Madhya Pradesh,SDG 16,53.23,2019,53.23
Madhya Pradesh,SDG 16,10.33,2020,10.33
Madhya Pradesh,SDG 16,17.25,2021,17.25
Madhya Pradesh,SDG 16,56.8,2022,56.8
Madhya Pradesh,SDG 17,29.64,2015,29.64
Madhya Pradesh,SDG 17,93.83,2016,93.83
Madhya Pradesh,SDG 17,81.87,2017,81.87
Madhya Pradesh,SDG 17,98.36,2018,98.36
Madhya Pradesh,SDG 17,25.97,2019,25.97
Madhya Pradesh,SDG 17,96.97,2020,96.97
Madhya Pradesh,SDG 17,43.12,2021,43.12
Madhya Pradesh,SDG 17,34.75,2022,34.75
Goa,SDG 1,5.03,2015,5.03
Goa,SDG 1,5.28,2016,5.28
Goa,SDG 1,69.2,2017,69.2
Goa,SDG 1,45.79,2018,45.79
Goa,SDG 1,22.65,2019,22.65
Goa,SDG 1,61.4,2020,61.4
Goa,SDG 1,25.29,2021,25.29
Goa,SDG 1,57.76,2022,57.76
Goa,SDG 2,35.92,2015,35.92
Goa,SDG 2,82.36,2016,82.36
Goa,SDG 2,82.07,2017,82.07
Goa,SDG 2,47.74,2018,47.74
Goa,SDG 2,35.08,2019,35.08
Goa,SDG 2,36.26,2020,36.26
Goa,SDG 2,80.57,2021,80.57
Goa,SDG 2,32.82,2022,32.82
Goa,SDG 3,20.91,2015,20.91
Goa,SDG 3,8.47,2016,8.47
Goa,SDG 3,46.67,2017,46.67
Goa,SDG 3,48.21,2018,48.21
Goa,SDG 3,84.09,2019,84.09
Goa,SDG 3,22.12,2020,22.12
Goa,SDG 3,38.1,2021,38.1
Goa,SDG 3,80.84,2022,80.84
Goa,SDG 4,82.36,2015,82.36
Goa,SDG 4,38.46,2016,38.46
Goa,SDG 4,45.91,2017,45.91
Goa,SDG 4,30.33,2018,30.33
Goa,SDG 4,93.26,2019,93.26
Goa,SDG 4,11.86,2020,11.86
Goa,SDG 4,93.37,2021,93.37
Goa,SDG 4,68.39,2022,68.39
Goa,SDG 5,53.16,2015,53.16
Goa,SDG 5,3.27,2016,3.27
Goa,SDG 5,47.56,2017,47.56
Goa,SDG 5,40.77,2018,40.77
Goa,SDG 5,16.12,2019,16.12
Goa,SDG 5,65.64,2020,65.64
Goa,SDG 5,97.12,2021,97.12
Goa,SDG 5,56.22,2022,56.22
Goa,SDG 6,71.48,2015,71.48
Goa,SDG 6,6.85,2016,6.85
Goa,SDG 6,41.77,2017,41.77
Goa,SDG 6,11.64,2018,11.64
Goa,SDG 6,61.28,2019,61.28
Goa,SDG 6,93.85,2020,93.85
Goa,SDG 6,66.18,2021,66.18
Goa,SDG 6,7.68,2022,7.68
Goa,SDG 7,35.47,2015,35.47
Goa,SDG 7,55.07,2016,55.07
Goa,SDG 7,40.32,2017,40.32
Goa,SDG 7,83.36,2018,83.36
Goa,SDG 7,81.47,2019,81.47
Goa,SDG 7,61.18,2020,61.18
Goa,SDG 7,37.35,2021,37.35
Goa,SDG 7,25.53,2022,25.53
Goa,SDG 8,10.59,2015,10.59
Goa,SDG 8,35.49,2016,35.49
Goa,SDG 8,41.32,2017,41.32
Goa,SDG 8,67.58,2018,67.58
Goa,SDG 8,65.82,2019,65.82
Goa,SDG 8,7.01,2020,7.01
Goa,SDG 8,39.53,2021,39.53
Goa,SDG 8,18.18,2022,18.18
Goa,SDG 9,15.68,2015,15.68
Goa,SDG 9,82.73,2016,82.73
Goa,SDG 9,4.19,2017,4.19
Goa,SDG 9,41.92,2018,41.92
Goa,SDG 9,16.82,2019,16.82
Goa,SDG 9,87.93,2020,87.93
Goa,SDG 9,55.7,2021,55.7
Goa,SDG 9,23.14,2022,23.14
Goa,SDG 10,50.24,2015,50.24
Goa,SDG 10,73.15,2016,73.15
Goa,SDG 10,95.81,2017,95.81
Goa,SDG 10,22.04,2018,22.04
Goa,SDG 10,88.62,2019,88.62
Goa,SDG 10,93.43,2020,93.43
Goa,SDG 10,91.64,2021,91.64
Goa,SDG 10,63.54,2022,63.54
Goa,SDG 11,62.98,2015,62.98
Goa,SDG 11,40.32,2016,40.32
Goa,SDG 11,75.24,2017,75.24
Goa,SDG 11,53.13,2018,53.13
Goa,SDG 11,67.74,2019,67.74
Goa,SDG 11,42.85,2020,42.85
Goa,SDG 11,73.15,2021,73.15
Goa,SDG 11,82.45,2022,82.45
Goa,SDG 12,14.64,2015,14.64
Goa,SDG 12,83.29,2016,83.29
Goa,SDG 12,54.03,2017,54.03
Goa,SDG 12,84.47,2018,84.47
Goa,SDG 12,43.13,2019,43.13
Goa,SDG 12,37.9,2020,37.9
Goa,SDG 12,91.51,2021,91.51
Goa,SDG 12,25.12,2022,25.12
Goa,SDG 13,84.42,2015,84.42
Goa,SDG 13,48.4,2016,48.4
Goa,SDG 13,51.41,2017,51.41
Goa,SDG 13,30.85,2018,30.85
Goa,SDG 13,57.3,2019,57.3
Goa,SDG 13,32.52,2020,32.52
Goa,SDG 13,3.93,2021,3.93
Goa,SDG 13,27.2,2022,27.2
Goa,SDG 14,0.64,2015,0.64
Goa,SDG 14,97.84,2016,97.84
Goa,SDG 14,96.57,2017,96.57
Goa,SDG 14,39.52,2018,39.52
Goa,SDG 14,72.84,2019,72.84
Goa,SDG 14,34.58,2020,34.58
Goa,SDG 14,67.11,2021,67.11
Goa,SDG 14,80.54,2022,80.54
Goa,SDG 15,94.68,2015,94.68
Goa,SDG 15,40.02,2016,40.02
Goa,SDG 15,78.33,2017,78.33
Goa,SDG 15,26.59,2018,26.59
Goa,SDG 15,99.03,2019,99.03
Goa,SDG 15,2.58,2020,2.58
Goa,SDG 15,60.35,2021,60.35
Goa,SDG 15,65.95,2022,65.95
Goa,SDG 16,68.8,2015,68.8
Goa,SDG 16,12.04,2016,12.04
Goa,SDG 16,93.85,2017,93.85
Goa,SDG 16,18.12,2018,18.12
Goa,SDG 16,62.28,2019,62.28
Goa,SDG 16,22.27,2020,22.27
Goa,SDG 16,30.72,2021,30.72
Goa,SDG 16,54.65,2022,54.65
Goa,SDG 17,41.72,2015,41.72
Goa,SDG 17,16.02,2016,16.02
Goa,SDG 17,17.09,2017,17.09
Goa,SDG 17,41.81,2018,41.81
Goa,SDG 17,75.73,2019,75.73
Goa,SDG 17,89.8,2020,89.8
Goa,SDG 17,8.41,2021,8.41
Goa,SDG 17,39.31,2022,39.31
Kerala,SDG 1,10.02,2015,10.02
Kerala,SDG 1,1.66,2016,1.66
Kerala,SDG 1,66.17,2017,66.17
Kerala,SDG 1,60.24,2018,60.24
Kerala,SDG 1,16.3,2019,16.3
Kerala,SDG 1,23.38,2020,23.38
Kerala,SDG 1,2.37,2021,2.37
Kerala,SDG 1,83.49,2022,83.49
Kerala,SDG 2,97.47,2015,97.47
Kerala,SDG 2,13.55,2016,13.55
Kerala,SDG 2,23.15,2017,23.15
Kerala,SDG 2,86.84,2018,86.84
Kerala,SDG 2,92.65,2019,92.65
Kerala,SDG 2,41.96,2020,41.96
Kerala,SDG 2,5.06,2021,5.06
Kerala,SDG 2,3.94,2022,3.94
Kerala,SDG 3,57.39,2015,57.39
Kerala,SDG 3,39.29,2016,39.29
Kerala,SDG 3,2.87,2017,2.87
Kerala,SDG 3,58.33,2018,58.33
Kerala,SDG 3,1.13,2019,1.13
Kerala,SDG 3,78.74,2020,78.74
Kerala,SDG 3,30.64,2021,30.64
Kerala,SDG 3,4.03,2022,4.03
Kerala,SDG 4,58.84,2015,58.84
Kerala,SDG 4,39.77,2016,39.77
Kerala,SDG 4,97.38,2017,97.38
Kerala,SDG 4,54.42,2018,54.42
Kerala,SDG 4,27.52,2019,27.52
Kerala,SDG 4,70.94,2020,70.94
Kerala,SDG 4,27.15,2021,27.15
Kerala,SDG 4,90.42,2022,90.42
Kerala,SDG 5,37.47,2015,37.47
Kerala,SDG 5,54.99,2016,54.99
Kerala,SDG 5,5.06,2017,5.06
Kerala,SDG 5,42.61,2018,42.61
Kerala,SDG 5,83.24,2019,83.24
Kerala,SDG 5,80.56,2020,80.56
Kerala,SDG 5,22.43,2021,22.43
Kerala,SDG 5,22.61,2022,22.61
Kerala,SDG 6,81.73,2015,81.73
Kerala,SDG 6,93.04,2016,93.04
Kerala,SDG 6,9.54,2017,9.54
